2.83,0.45,0.49,0.22,-0.10,0.00
2.88,2.21,2.15,0.30,2.20,2.90
2.76,2.21,2.15,0.30,2.25,2.90
2.76,2.10,1.97,0.30,2.25,2.72
2.76,1.51,1.97,-0.23,0.07,2.72
2.76,0.74,1.97,-1.00,0.07,2.72
0.64,0.74,1.97,-1.00,-1.64,2.72
0.64,1.75,1.97,0.00,-1.64,2.72
0.75,1.92,1.97,0.06,-2.23,2.72
0.87,2.22,1.97,0.30,-2.41,2.66
0.52,2.22,1.97,0.30,-2.41,2.66
0.52,1.85,1.97,0.30,-2.41,2.66
